时间(s),冰力(N),位移(m),速度(m/s),加速度(m/s2),应力(Pa)
1.930000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.935000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.940000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.945000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.950000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.955000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.960000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.965000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.970000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.975000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.980000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.985000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.990000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
1.995000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.000000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.005000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.010000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.015000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.020000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.025000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.030000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.035000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.040000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.045000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.050000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.055000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.060000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.065000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.070000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.075000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.080000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.085000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.090000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.095000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.100000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.105000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.110000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.115000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.120000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.125000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.130000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.135000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.140000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.145000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.150000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.155000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.160000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.165000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.170000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.175000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.180000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.185000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.190000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.195000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.200000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.205000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.210000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.215000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.220000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.225000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.230000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.235000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.240000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.245000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.250000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.255000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.260000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.265000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.270000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.275000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.280000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.285000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.290000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.295000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.300000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.305000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.310000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.315000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.320000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.325000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.330000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.335000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.340000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.345000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.350000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.355000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.360000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.365000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.370000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.375000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.380000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.385000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.390000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.395000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.400000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.405000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.410000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.415000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.420000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.425000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.430000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.435000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.440000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.445000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.450000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.455000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.460000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.465000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.470000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.475000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.480000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.485000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.490000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.495000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.500000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.505000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.510000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.515000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.520000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.525000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.530000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.535000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.540000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.545000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.550000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.555000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.560000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.565000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.570000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.575000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.580000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.585000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.590000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.595000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.600000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.605000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.610000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.615000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.620000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.625000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.630000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.635000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.640000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.645000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.650000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.655000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.660000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.665000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.670000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.675000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.680000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.685000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.690000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.695000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.700000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.705000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.710000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.715000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.720000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.725000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.730000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.735000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.740000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.745000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.750000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.755000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.760000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.765000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.770000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.775000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.780000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.785000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.790000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.795000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.800000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.805000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.810000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.815000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.820000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.825000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.830000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.835000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.840000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.845000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.850000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.855000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.860000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.865000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.870000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.875000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.880000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.885000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.890000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.895000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.900000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.905000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.910000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.915000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.920000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.925000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.930000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.935000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.940000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.945000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.950000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.955000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.960000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.965000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.970000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.975000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.980000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.985000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.990000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
2.995000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.000000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.005000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.010000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.015000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.020000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.025000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.030000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.035000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.040000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.045000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.050000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.055000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.060000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.065000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.070000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.075000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.080000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.085000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.090000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.095000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.100000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.105000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.110000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.115000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.120000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.125000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.130000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.135000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.140000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.145000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.150000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.155000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.160000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.165000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.170000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.175000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.180000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.185000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.190000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.195000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.200000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.205000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.210000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.215000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.220000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.225000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.230000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.235000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.240000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.245000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.250000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.255000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.260000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.265000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.270000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.275000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.280000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.285000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.290000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.295000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.300000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.305000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.310000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.315000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.320000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.325000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.330000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.335000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.340000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.345000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.350000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.355000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.360000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.365000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.370000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.375000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.380000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.385000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.390000,0.00,0.00000000e+00,0.00000000e+00,0.000000,0.00
3.395000,2819584.82,1.06145776e-02,1.12420647e+01,7533.473255,1659703.18
3.400000,7930846.89,1.78716973e-01,5.57978789e+01,8059.911225,31685335.44
3.405000,11649398.30,5.41939628e-01,8.53066552e+01,3056.874655,106606177.37
3.410000,13322486.81,9.80877775e-01,8.54544086e+01,-3899.511665,206728506.38
3.415000,11327096.38,1.30912321e+00,4.24931636e+01,-7705.506869,291947379.35
3.420000,11300049.82,1.44360097e+00,1.23568893e+01,-5945.137155,333141838.99
3.425000,9706139.21,1.42526425e+00,-2.20371069e+01,-7502.524828,334649677.66
3.430000,7960511.78,1.23971806e+00,-4.80171858e+01,-3290.182502,295165165.35
3.435000,6239901.45,9.57201570e-01,-6.59836841e+01,-4479.628710,224027918.00
3.440000,4161554.76,5.70612206e-01,-8.69195329e+01,-2873.109702,127398814.10
3.445000,2779872.36,1.12110554e-01,-9.33475678e+01,1286.330298,17199981.32
3.450000,1859774.06,-2.98967071e-01,-6.28590052e+01,10498.223515,-75971656.02
3.455000,941641.54,-4.71598095e-01,-7.47743103e+00,9115.888460,-117013593.65
3.460000,644980.71,-4.12909480e-01,2.86832510e+01,6020.812388,-103612586.58
3.465000,441781.82,-2.05972607e-01,5.08607311e+01,2097.283021,-53356111.94
3.470000,302600.02,5.01954273e-02,4.73951406e+01,-2752.059552,9225126.22
3.475000,0.00,2.44687464e-01,2.84836665e+01,-4874.508627,59337057.59
3.480000,0.00,3.27060557e-01,5.34517693e+00,-3835.548952,83210629.63
3.485000,0.00,3.15261902e-01,-8.64205860e+00,-2271.794161,81732822.31
3.490000,0.00,2.40247358e-01,-2.22479698e+01,-3115.312000,60210821.30
3.495000,0.00,9.41464829e-02,-3.45637102e+01,-1271.172276,22048064.16
3.500000,0.00,-8.28286479e-02,-3.40364518e+01,1353.672126,-22008709.43
3.505000,0.00,-2.26638766e-01,-2.16531502e+01,3518.513407,-56869292.05
3.510000,0.00,-2.85435499e-01,-1.24892127e+00,4267.279771,-70470157.04
3.515000,0.00,-2.40333511e-01,1.86584105e+01,3494.494598,-58819150.94
3.520000,0.00,-1.11437908e-01,3.07713851e+01,970.717927,-27682401.98
3.525000,0.00,4.07312602e-02,2.76060373e+01,-1932.745488,8959595.13
3.530000,0.00,1.49410654e-01,1.52980761e+01,-2669.613544,36580959.03
3.535000,0.00,1.92875950e-01,2.26864062e+00,-2450.865291,48525068.39
3.540000,0.00,1.76035692e-01,-8.44638721e+00,-1802.045146,44779445.43
3.545000,0.00,1.14004722e-01,-1.58022373e+01,-1101.633764,28876762.93
3.550000,0.00,2.55070939e-02,-1.86391007e+01,19.343693,6232770.37
3.555000,0.00,-6.30991389e-02,-1.60505471e+01,932.343295,-16348640.49
3.560000,0.00,-1.28561556e-01,-9.47056445e+00,1725.856986,-32545529.91
3.565000,0.00,-1.51343168e-01,7.91183711e-01,2220.475859,-37551711.82
3.570000,0.00,-1.20803956e-01,1.09521453e+01,1665.778962,-29678970.79
3.575000,0.00,-5.00540292e-02,1.62530123e+01,368.471859,-12371989.44
3.580000,0.00,2.99034473e-02,1.46425331e+01,-914.983759,7178512.64
3.585000,0.00,8.84965066e-02,8.32264819e+00,-1492.438765,21834456.82
3.590000,0.00,1.10699369e-01,5.09997465e-01,-1545.579089,27598143.16
3.595000,0.00,9.53669453e-02,-6.23305734e+00,-1064.551368,24031487.83
3.600000,0.00,5.37860281e-02,-9.82355285e+00,-380.288614,13708486.03
3.605000,0.00,2.48678139e-03,-1.02068706e+01,205.935413,659345.45
3.610000,0.00,-4.39420948e-02,-7.99253404e+00,654.315308,-11197600.43
3.615000,0.00,-7.41883332e-02,-3.81599017e+00,998.897919,-18729634.20
3.620000,0.00,-7.99212048e-02,1.60746126e+00,1093.090093,-19935702.22
3.625000,0.00,-5.92685381e-02,6.34784913e+00,733.869903,-14667229.80
3.630000,0.00,-2.07063716e-02,8.57505343e+00,135.589237,-5074749.24
3.635000,0.00,2.12059172e-02,7.67516486e+00,-475.137573,5272181.31
3.640000,0.00,5.17132033e-02,4.21295392e+00,-850.599678,12810743.57
3.645000,0.00,6.16411676e-02,-2.60421140e-01,-873.026083,15327065.67
3.650000,0.00,5.03980801e-02,-3.97813572e+00,-568.689951,12644469.96
3.655000,0.00,2.51361722e-02,-5.77937409e+00,-156.258557,6390259.43
3.660000,0.00,-4.17421230e-03,-5.65417033e+00,192.568335,-1007020.63
3.665000,5463785.67,1.78594871e-02,2.70194561e+01,11325.951198,250384.82
3.670000,6221149.50,2.54632011e-01,5.42463716e+01,-2097.845883,44905473.26
3.675000,6183904.35,4.92353292e-01,4.05388975e+01,-2846.387796,102227468.56
3.680000,5983443.65,6.60460019e-01,2.64786558e+01,-3401.637024,147527071.02
3.685000,4251963.82,7.31305395e-01,3.35074252e-01,-5130.731148,170727731.64
3.690000,3021537.00,6.73213950e-01,-2.45050746e+01,-5701.597133,161853206.41
3.695000,2147169.22,4.95887715e-01,-3.98493465e+01,1112.190385,124744845.81
3.700000,1525824.65,3.17888897e-01,-3.40342467e+01,-1281.648804,77068058.09
3.705000,1084283.84,1.15623493e-01,-4.77948866e+01,-2423.074853,21680390.48
3.710000,3134832.24,-1.17141000e-01,-3.41914033e+01,9048.464302,-34539903.51
3.715000,5765540.12,-1.60765006e-01,1.64945322e+01,9570.855704,-50641826.05
3.720000,6975038.32,3.35182429e-02,5.84824120e+01,5938.797984,-8742716.10
3.725000,5601830.25,3.46947992e-01,5.95279417e+01,-2022.088401,68106709.14
3.730000,5752285.07,6.26238799e-01,5.24521940e+01,-1679.475322,142368473.41
3.735000,5525582.01,8.51710949e-01,3.33129500e+01,-6285.541770,198615007.85
3.740000,5571411.62,9.32848911e-01,-6.69956471e-01,-5857.558303,220694078.28
3.745000,5555121.52,8.77314571e-01,-1.92358095e+01,-3039.035994,208784613.14
3.750000,5593968.85,7.47621567e-01,-3.19444289e+01,-2751.190565,173226531.48
3.755000,4079123.67,5.34836565e-01,-5.56371113e+01,-4998.580275,117729357.76
3.760000,2974498.14,2.17774598e-01,-6.55322334e+01,1490.627040,45173277.55
3.765000,2169004.88,-6.39527088e-02,-4.25227070e+01,6757.228494,-18361540.66
3.770000,1581638.98,-1.93496214e-01,-1.08303263e+01,5307.117130,-50030306.22
3.775000,1153331.59,-1.87427188e-01,1.21533221e+01,3856.648229,-48788820.30
3.780000,841009.72,-8.62274510e-02,2.67531134e+01,1884.176058,-23907678.42
3.785000,613264.53,5.66001125e-02,2.69556448e+01,-1967.355954,10236508.60
3.790000,447192.67,1.58150140e-01,1.30516905e+01,-2819.857536,36878068.40
3.795000,326093.02,1.93510503e-01,2.53368108e+00,-1167.710023,49318568.20
3.800000,0.00,1.93582928e-01,-3.24031172e+00,-1500.563177,50272374.45
